Front,Back,Chapter,Section,Tags
"**27.** Under P.G. 217-01, which of the following vehicles involved in a collision is classified as a ""Qualifying Vehicle"" requiring a Truck and Bus Supplemental PAR (MV104S)?

A) A) A motorcycle with a modified engine
B) B) A school bus with seating for 12 including the driver
C) C) A commercial truck with a Gross Weight Rating of 10,000 pounds
D) D) A rental car carrying hazardous household materials","**Answer: B**

A BUS with seating for 9 or more including driver is a Qualifying Vehicle. A commercial truck must have GWR/CWR of MORE THAN 10,000 pounds (not exactly 10,000). A HazMat vehicle is any vehicle with a HAZ MAT placard. The MV104S is prepared when a Condition of Severity also exists (fatal, hospital/medical, or tow/transported).","Vehicle Collisions","217",chapter_217 217_vehicle_collisions
"**28.** Per P.G. 217-06, what is the ""crossover collision"" definition found in P.G. 202-06, and what additional step is required for PARs involving crossover collisions?

A) A) A collision where two vehicles collide head-on; no additional steps required
B) B) A collision where a vehicle strikes or crosses a median/jersey barrier separating opposing traffic; A-QOL Officer faxes PAR to Corp Counsel AND Highway District
C) C) A collision where a driver crosses state lines; notify DMV of both states
D) D) A collision involving a turning vehicle; note in the PAR accident description","**Answer: B**

A crossover collision is when a vehicle strikes OR crosses over a median, jersey barrier, etc., separating opposing traffic — it does NOT actually have to cross over anything. The A-QOL Officer/Designee faxes a copy of all PARs involving crossover collisions to Corp Counsel AND Highway District. (P.G. 202-06 definition; P.G. 217-06 procedure)","Vehicle Collisions","217",chapter_217 217_vehicle_collisions
"**1.** Under P.G. 218-12, which of the following is NOT an authorized method for immobilizing a vehicle in police custody?

A) A) Removing rotor or coil wire and attaching to INVOICE printout
B) B) Disconnecting the vehicle battery
C) C) Utilizing wheel boots
D) D) Removing starter relay/fuse or fuel pump relay/fuse","**Answer: B**

Members should NOT disconnect the battery due to the potential risk of damaging some vehicles. Contact the Auto Crime Unit (0800–2300) with questions. (P.G. 218-12)","Property: General","218",chapter_218 218_property_general
"**2.** A vehicle may be safeguarded at the command for how long when not required as evidence or forfeiture?

A) A) 24 hours
B) B) 48 hours
C) C) 72 hours
D) D) 30 days","**Answer: B**

After 48 hours, the vehicle must be removed to a Property Clerk storage facility. (P.G. 218-12)","Property: General","218",chapter_218 218_property_general
"**3.** During an inventory search of an automobile, a locked trunk cannot be forced open UNLESS one of several exceptions applies. If the owner does not consent and no exception exists, what is required?

A) A) A supervisor's approval
B) B) A court order from the DA's office
C) C) A search warrant
D) D) Notification to the Auto Crime Unit","**Answer: C**

No consent = no inventory of locked items (absent exigent circumstances). A search warrant is required. (P.G. 218-13)","Property: General","218",chapter_218 218_property_general
"**4.** Under the Rotation Tow program, when must the tow operator deliver a vehicle to the Property Clerk Auto Pound?

A) A) Within 15 days
B) B) Within 24 hours
C) C) By day 30
D) D) By day 60","**Answer: C**

Vehicles remaining at the tow facility MUST BE DELIVERED to the Auto Pound by the tow operator by day 30. (P.G. 218-21)","Property: General","218",chapter_218 218_property_general
"**5.** When serving the VEHICLE SEIZURE FORM on a defendant, the arresting officer must:

A) A) Have a supervisor present as witness
B) B) Activate the Body-Worn Camera
C) C) Obtain written consent from the ADA
D) D) Have the form notarized","**Answer: B**

The arresting officer must activate the BWC when serving the VEHICLE SEIZURE FORM. (P.G. 218-48)","Property: General","218",chapter_218 218_property_general
"**6.** When marking firearm-related evidence, where should initials be scratched on a shell casing recovered from a crime scene?

A) A) The exterior of the casing
B) B) The bottom/base of the casing
C) C) The inside of the casing
D) D) Nowhere — shell casings are not individually marked","**Answer: C**

Shell casings are marked on the INSIDE. DO NOT mark the exterior or bottom. (P.G. 218-23)","Property: General","218",chapter_218 218_property_general
"**7.** Firearms requiring laboratory analysis must be delivered to the patrol borough office by what time daily?

A) A) 2400 hours
B) B) 0600 hours
C) C) 0100 hours
D) D) 1800 hours","**Answer: C**

All invoiced firearms requiring Firearms Analysis Section examination must be delivered by 0100 hours daily. Delay requires exigent circumstances AND permission from the precinct CO/duty captain. (P.G. 218-23)","Property: General","218",chapter_218 218_property_general
"**8.** A PROPERTY CLERK INVOICE being sent to the Police Laboratory will not exceed how many line items?

A) A) 10
B) B) 15
C) C) 20
D) D) 25","**Answer: C**

INVOICES sent or potentially sent to the Police Laboratory will not exceed twenty line items. (P.G. 218-01)","Property: General","218",chapter_218 218_property_general
"**9.** Which unit is the ONLY unit authorized to cancel alarms for firearms?

A) A) Auto Crime Unit
B) B) Recovering command desk officer
C) C) Stolen Property Inquiry Unit
D) D) Property Clerk Division","**Answer: C**

Cancellation of firearms alarms will be made ONLY by the Stolen Property Inquiry Unit. The recovering command will NOT cancel. (P.G. 218-23)","Property: General","218",chapter_218 218_property_general
"**10.** When seizing computer evidence, what should a member do if the computer needs to be powered off?

A) A) Press the on/off switch
B) B) Hold the power button for 10 seconds
C) C) Unplug the computer from the wall outlet
D) D) Close the laptop lid","**Answer: C**

Do NOT use the on/off switch. Unplug from the wall outlet only. Prior to removing the plug, photograph the monitor screen. (P.G. 218-31)","Property: General","218",chapter_218 218_property_general
"**11.** Invoiced property categorized as Investigatory (non-vehicle) will be disposed of by the Property Clerk after what period if no retention request is submitted?

A) A) 6 months
B) B) 1 year
C) C) 2 years
D) D) 15 days","**Answer: B**

The Property Clerk will dispose of investigatory property (non-vehicle) after one year from the date of invoice if no retention request is submitted. Vehicles/boats are disposed of after 15 days. (P.G. 218-55)","Property: General","218",chapter_218 218_property_general
"**12.** When processing non-evidence currency, the command messenger must be accompanied by whom when delivering the deposit bag to the bank?

A) A) A detective
B) B) The invoicing officer
C) C) Another uniformed member of the service or Evidence/Property Control Specialist
D) D) The desk officer","**Answer: C**

Currency is delivered to the bank's night deposit vault by the command messenger accompanied by another uniformed member or Evidence/Property Control Specialist. (P.G. 218-36)","Property: General","218",chapter_218 218_property_general
"**13.** Under P.G. 218-38, what is the minimum value of currency/negotiable instruments that requires notification to the Asset Forfeiture Unit for forfeiture processing?

A) A) $500
B) B) $1,000
C) C) $5,000
D) D) $10,000","**Answer: B**

Seized U.S. currency and/or negotiable instruments valued at $1,000 or more that are deemed forfeitable require notification to the Asset Forfeiture Unit (24/7). (P.G. 218-38)","Property: General","218",chapter_218 218_property_general
"**14.** When processing a deceased person's property, what must the patrol supervisor obtain before directing a body search?

A) A) Permission from the commanding officer
B) B) Conferral with the Medical Examiner
C) C) A search warrant
D) D) Written consent from next of kin","**Answer: B**

The patrol supervisor must confer with the Medical Examiner or assistant Medical Examiner PRIOR to directing a member to search the body for valuables and identification documents. (P.G. 218-28)","Property: General","218",chapter_218 218_property_general
"**15.** What is the maximum number of fireworks bags that should be transported in an RMP?

A) A) 2 bags
B) B) 4 bags
C) C) 6 bags
D) D) 10 bags","**Answer: B**

As a general rule, no more than four bags of fireworks should be transported in an RMP, placed in the rear seat away from heat/spark sources. (P.G. 218-53)","Property: General","218",chapter_218 218_property_general
"**16.** A handgun license surrender investigation must be completed and forms forwarded to the License Division within how many days?

A) A) 10 days
B) B) 15 days
C) C) 30 days
D) D) 60 days","**Answer: C**

The investigation must be completed and all related forms forwarded to the License Division, through channels, within thirty days of date the HANDGUN SURRENDER NOTICE was received at command. (P.G. 218-45)","Property: General","218",chapter_218 218_property_general
"**17.** Under the vendor enforcement procedures, what is the supervisory span of control for peddler enforcement?

A) A) One supervisor for three officers
B) B) One supervisor for five officers
C) C) One supervisor for eight officers
D) D) One supervisor for ten officers","**Answer: B**

Supervisory span of control for peddler enforcement shall not exceed one supervisor for five police officers. (P.G. 218-39)","Property: General","218",chapter_218 218_property_general
"**18.** When the desk officer receives a request for the return of investigatory evidence, the release must be authorized or denied within how many days?

A) A) 5 days
B) B) 10 days
C) C) 15 days
D) D) 30 days","**Answer: B**

The desk officer must authorize release no more than ten days after receipt of the request, if property is no longer required as evidence. If denied, claimant may request CO/designee review within 5 days. (P.G. 218-02)","Property: General","218",chapter_218 218_property_general
"**19.** What is the removal fee when a licensed food vendor's vehicle, cart, or stand is removed by a Department vehicle?

A) A) $20.00
B) B) $25.00
C) C) $50.00
D) D) $65.00","**Answer: D**

The removal fee when property is removed by a Department vehicle is $65.00. If NOT removed by Department vehicle, the fee is $20.00. (P.G. 218-43)","Property: General","218",chapter_218 218_property_general
"**20.** When FORMS Property becomes inoperable for more than six hours and the problem is isolated to the invoicing command only, what should the desk officer instruct?

A) A) Use pre-printed serialized INVOICES
B) B) Contact the Property Clerk Division for manual processing
C) C) Remove property to an adjoining command and invoice there
D) D) Wait for the system to be restored","**Answer: C**

When the outage exceeds six hours and is isolated to the command, the invoicing member removes property to an adjoining command and invoices in compliance with current procedures. The invoicing command (where the incident occurred) is selected as the invoicing command in FORMS. (P.G. 218-57)","Property: General","218",chapter_218 218_property_general
"**21.** Under P.G. 218-04, a found revolver with no connection to an arrest or criminal investigation would be:

A) A) Delivered to the Police Laboratory for analysis
B) B) Delivered to the Firearms Analysis Section (FAS) for tracing
C) C) Delivered direct to the Property Clerk Division (no lab analysis required)
D) D) Held at the command until a detective supervisor directs otherwise","**Answer: C**

Found revolvers not associated with an arrest or criminal investigation do NOT require laboratory analysis and go directly to the Property Clerk. By contrast, found firearms (semi-automatic handguns, etc.) DO go to the Lab. (P.G. 218-04)","Property: General","218",chapter_218 218_property_general
"**22.** Under P.G. 218-04, the Desk Officer must notify the Patrol Boro prior to what time that evidence is going to the Laboratory?

A) A) 0100 hours
B) B) 0030 hours
C) C) 2400 hours
D) D) 2200 hours","**Answer: B**

The Desk Officer notifies the Patrol Boro PRIOR to 0030 that there is evidence going to the Lab for delivery. The actual delivery must then occur on the 1st platoon PRIOR to 0100. If the desk officer fails to call the boro by 0030, the Borough Member/Clerical Officer will call command at 0100. (P.G. 218-04)","Property: General","218",chapter_218 218_property_general
"**23.** Under P.G. 218-04, which of the following forms is NOT attached to the Drugs transparent bag going to the Police Laboratory?

A) A) Property Clerk Invoice (PCI)
B) B) Request for Laboratory Examination
C) C) zFINEST printout
D) D) All of the above are NOT attached to the Drugs bag","**Answer: D**

The Drugs bag does NOT get a Request for Laboratory Examination, does NOT get a 61/Omni printout, and does NOT get a zFINEST printout. The ONLY paperwork attached to the Drugs bag is the PCI. (P.G. 218-04)","Property: General","218",chapter_218 218_property_general
"**24.** A member fires their service weapon during an officer-involved shooting. The recovered shell casings from the scene should be marked:

A) A) On the exterior of the casing
B) B) On the inside of the casing only
C) C) On the bottom of the casing
D) D) Not marked — shell casings from officer-involved shootings are never marked","**Answer: B**

Discharged shell casings are marked on the INSIDE only — never on the exterior or bottom. This applies to all shell casings regardless of the circumstances. (P.G. 218-23)","Property: General","218",chapter_218 218_property_general
"**25.** When a member wishes to have a firearm sent to the Lab but does NOT want it traced, what must they write and where?

A) A) ""NO TRACE"" in the remarks section of the INVOICE only
B) B) ""DO NOT TRACE"" in block letters in the remarks section of BOTH the PCI AND the Request for Lab Exam
C) C) ""HOLD FOR TRACE"" in the arrest paperwork
D) D) Nothing — tracing is automatic and cannot be declined","**Answer: B**

The phrase ""DO NOT TRACE"" must be written in block letters in the remarks section of both documents. If just one document is marked, the firearm may still be traced. (P.G. 218-23)","Property: General","218",chapter_218 218_property_general
"**26.** Officers recover an abandoned vehicle with no plates on a highway. It has been unattended for 7 hours. Under VTL 1224, how should this vehicle be classified?

A) A) Not abandoned — must be unattended 24 hours
B) B) Abandoned — unattended more than 6 hours with no plates
C) C) Derelict — subject to Sanitation disposal
D) D) Evidence — subject to Dept. Tow only","**Answer: B**

Under VTL 1224, a vehicle left unattended for more than 6 hours with no plates is deemed abandoned. This is the shortest of the four time thresholds. (P.G. 218-21)","Property: General","218",chapter_218 218_property_general
"**27.** A tow operator, after being told the type and condition of a vehicle, refuses to accept a Rotation Tow assignment. The Desk Officer should:

A) A) Call the next tow operator without any documentation
B) B) Prepare a Report of Violation (LD6) and forward to DCWP; then call next operator in sequence
C) C) Notify the commanding officer and await further instructions
D) D) Prepare a Complaint Report (61) and forward to DCWP","**Answer: B**

When a tow operator refuses AFTER being informed of vehicle type and condition, the Desk Officer prepares a Report of Violation (LD6) and forwards it to the Dept. of Consumer/Worker Protection (DCWP). The next tow operator in sequence is then notified. (P.G. 218-21)","Property: General","218",chapter_218 218_property_general
"**28.** A complaint is received that a Rotation Tow company stole items from a towed vehicle. The correct form and routing is:

A) A) LD6 (Report of Violation) forwarded to DCWP
B) B) Complaint Report (61) forwarded to DCWP (duplicate, informational only)
C) C) LD6 forwarded to Internal Affairs Bureau
D) D) Complaint Report (61) forwarded directly to the tow company's license bureau","**Answer: B**

Theft and other unlawful acts by tow companies are recorded on the Complaint Report (61) and the duplicate is forwarded to DCWP for informational purposes only. Overcharges use LD6. Know the distinction. (P.G. 218-21)","Property: General","218",chapter_218 218_property_general
"**29.** A patrol supervisor responds to a scene where a person has died alone in their apartment. The supervisor wants to search the body. What must be done FIRST?

A) A) Request Operations to notify the Public Administrator
B) B) Confer with the Medical Examiner or assistant Medical Examiner
C) C) Obtain a search warrant from the DA
D) D) Seal the door with a SEAL FOR DOOR OF DOA PREMISES","**Answer: B**

The patrol supervisor must confer with the ME PRIOR to directing any member to search the body. This is a mandatory first step. (P.G. 218-28)","Property: General","218",chapter_218 218_property_general
"**30.** When securing fireworks for transport in an RMP, members should:

A) A) Place bags in the trunk, sealed, with windows closed
B) B) Place up to 4 bags in the rear seat with all windows opened minimum 2 inches
C) C) Place bags in the front passenger seat with air conditioning running
D) D) Call Bomb Squad for escort before any transport of fireworks","**Answer: B**

Fireworks are transported in the REAR SEAT of the RMP (NOT the trunk). All windows must be opened a minimum of 2 inches. Maximum 4 bags per RMP. For a significant amount, call FDNY through 311 for escort. (P.G. 218-53)","Property: General","218",chapter_218 218_property_general
"**31.** A Sanitation Department worker places a tag on an abandoned-looking vehicle and notifies NYPD. This automatically qualifies the vehicle for Rotation Tow.

A) A) True — the DSNY notification triggers the Ro-Tow program
B) B) False — the UMOS must make the final determination by visual inspection
C) C) True — but only if the vehicle has been tagged for more than 24 hours
D) D) False — only the Desk Officer can authorize Ro-Tow after DSNY notification","**Answer: B**

A DSNY sticker or notification does NOT automatically make a vehicle eligible for Ro-Tow. The Desk Officer directs a UMOS to inspect the vehicle and decide if it qualifies based on criteria found on the rear inside cover of the Ro-Tow Log. (P.G. 218-21)","Property: General","218",chapter_218 218_property_general
"**1.** Under P.G. 219-08, tire chains should NOT be installed on Department vehicles until there is more than how many inches of snow?

A) A) 2 inches
B) B) 3 inches
C) C) 4 inches
D) D) 6 inches","**Answer: C**

Tire chains are NOT installed until there is more than 4 inches of snow. Additionally, tire chains are NOT installed on front-wheel drive vehicles. (P.G. 219-08)","Department Property","219",chapter_219 219_department_property
"**2.** Which color fuel card is designated for the CRALO?

A) A) Green
B) B) White
C) C) Yellow
D) D) Orange","**Answer: C**

Card colors: Green = Master, Yellow = CRALO, Orange = Non-Fleet, Red = Private, White = Operator. (P.G. 219-11)","Department Property","219",chapter_219 219_department_property
"**3.** How often must the Integrity Control Officer audit the Domain Awareness System (DAS) and how many members must be reviewed?

A) A) Weekly, 3 random members
B) B) Monthly, 5 random members
C) C) Quarterly, 10 random members
D) D) Semi-annually, 5 random members","**Answer: B**

The ICO conducts a monthly DAS audit reviewing 5 random members. (P.G. 219-14)","Department Property","219",chapter_219 219_department_property
"**4.** If a portable radio is lost and the member was NOT carrying it in an authorized carrying case, the finding will be:

A) A) No fault
B) B) Accidental loss
C) C) Negligence
D) D) Misconduct","**Answer: C**

If a portable radio is lost and was not in an authorized carrying case at the time, the member is deemed negligent. (P.G. 219-15)","Department Property","219",chapter_219 219_department_property
"**5.** Which of the following is NOT a required notification when a portable radio is lost or stolen?

A) A) Operations Unit
B) B) Electronics Section
C) C) Fleet Services Division
D) D) Stolen Property Inquiry Unit","**Answer: C**

The four required notifications are: Operations Unit, Electronics Section, Internal Affairs Bureau, and Stolen Property Inquiry Unit. Fleet Services Division is not notified for radio losses. (P.G. 219-15)","Department Property","219",chapter_219 219_department_property
"**6.** Weekly vehicle inspections are conducted on what day and after which platoon has been posted?

A) A) Saturday, after the first platoon
B) B) Sunday, after the second platoon
C) C) Monday, after the first platoon
D) D) Friday, after the third platoon","**Answer: B**

The lieutenant platoon commander/patrol supervisor inspects all Department vehicles each Sunday after the second platoon has been posted. (P.G. 219-02)","Department Property","219",chapter_219 219_department_property
"**7.** Regulated infectious waste from patrol kits is picked up by:

A) A) Department of Sanitation
B) B) Medical Division messenger
C) C) FDNY Hazmat
D) D) Quartermaster Section","**Answer: B**

The Medical Division messenger picks up regulated infectious waste from the 32-gallon biohazard receptacle at the command. (P.G. 219-17)","Department Property","219",chapter_219 219_department_property
"**8.** Before a law enforcement action is initiated based on a License Plate Reader (LPR) alarm, the operator must:

A) A) Notify the patrol supervisor
B) B) Contact the Real Time Crime Center
C) C) Verify the vehicle status through NYSPIN
D) D) Photograph the license plate","**Answer: C**

It is absolutely essential that the LPR operator verify the current status of a vehicle through NYSPIN prior to initiating any law enforcement action. The LPR is NOT connected to NYSPIN and activates on partial scan matches. (P.G. 219-31)","Department Property","219",chapter_219 219_department_property
"**9.** NYCT NYPD OMNY Police Passes are NOT valid for use on which type of transit?

A) A) Subway
B) B) Local bus
C) C) MTA express bus
D) D) Staten Island Railway","**Answer: C**

OMNY Police Passes are not valid for use on MTA express buses. Besides this exception, they have no electronic restrictions and may be used on subways and public buses. (P.G. 219-26)","Department Property","219",chapter_219 219_department_property
"**10.** A vehicle with how many red light camera violations within a twelve-month period will be ineligible for a Restricted Parking Permit?

A) A) 3 or more
B) B) 5 or more
C) C) 10 or more
D) D) 15 or more","**Answer: B**

Vehicles with 5 or more red light camera violations OR 15 or more school speed camera violations within a twelve-month period are ineligible. (P.G. 219-29)","Department Property","219",chapter_219 219_department_property
"**11.** Commands with a single fuel tank (heating and generator) must maintain the fuel level above what percentage?

A) A) 25%
B) B) 50%
C) C) 75%
D) D) 90%","**Answer: B**

Commands with a single fuel tank must maintain the level above 50%. Commands with two separate tanks are responsible only for the heating tank; Building Maintenance Section maintains the generator tank. (P.G. 219-28)","Department Property","219",chapter_219 219_department_property
"**12.** When a member's firearm is lost and disciplinary action is warranted, the commanding officer must consult with:

A) A) Internal Affairs Bureau
B) B) Legal Bureau
C) C) Department Advocate's Office
D) D) Chief of Department","**Answer: C**

When disciplinary action is warranted for loss of or failure to safeguard a firearm, a consultation with the Department Advocate's Office is required to determine appropriate disciplinary action. (P.G. 219-21)","Department Property","219",chapter_219 219_department_property
"**13.** A member's firearm, shield, or ID card is lost within Police Headquarters (5th Precinct). The investigation will be conducted by:

A) A) The 5th Precinct commanding officer
B) B) A captain or above from the reporting member's command
C) C) The Headquarters Security Unit
D) D) Internal Affairs Bureau","**Answer: B**

At Police Headquarters or Police Academy, the loss is reported to the Headquarters Security Unit (or Police Academy Integrity Unit), but the investigation is conducted by a captain or above from the reporting member's command. (P.G. 219-21)","Department Property","219",chapter_219 219_department_property
"**14.** Which of the following is a permitted use of a Department tow vehicle?

A) A) Towing a civilian vehicle to a repair shop
B) B) Towing an inoperable Department vehicle
C) C) Removing vehicles for alternate side parking
D) D) Towing abandoned civilian vehicles to the pound","**Answer: B**

Department Tow has limited authorized uses: inoperable Department vehicle, evidence vehicle, parade/emergency path clearance, assisting ESU, and lifting heavy articles. (P.G. 219-09)","Department Property","219",chapter_219 219_department_property
"**15.** How many business days prior to foreign travel must a member request ITB Information Security Desk permission to bring a Department mobile device?

A) A) 2 business days
B) B) 3 business days
C) C) 5 business days
D) D) 10 business days","**Answer: C**

Members must request permission from the ITB Information Security Desk at least 5 business days prior to taking a Department mobile digital device to a foreign country. (P.G. 219-32)","Department Property","219",chapter_219 219_department_property
"**16.** During the daily vehicle inspection, a patrol officer discovers the vehicle is in a sector that includes a body of water. Which life safety equipment is required?

A) A) Life ring with rope attached
B) B) Two vest-type life jackets
C) C) Fire extinguisher and life ring
D) D) Life ring and two vest-type life jackets","**Answer: B**

When an RMP is assigned to a sector with a body of water, two vest-type life jackets are required. A life ring with rope is required when the command itself borders or contains a body of water — this applies to all RMPs in that command, not just those in a specific sector. (P.G. 219-01)","Department Property","219",chapter_219 219_department_property
"**17.** During a start-of-tour vehicle inspection, an operator finds a serious deficiency. The Platoon Commander is not available. To whom should the Patrol Supervisor report the serious deficiency?

A) A) Desk Officer
B) B) Operations Coordinator
C) C) Commanding Officer
D) D) Borough Commander","**Answer: C**

In the absence of the Platoon Commander, the Patrol Supervisor reports serious vehicle deficiencies directly to the Commanding Officer — not to the Desk Officer. (P.G. 219-01)","Department Property","219",chapter_219 219_department_property
"**18.** The weekly vehicle inspection requires the Lt. Platoon Commander to check which item that is NOT included in the operator's daily start-of-tour inspection?

A) A) Tires and spare
B) B) E-Z Pass tag serial number
C) C) Visual Message Signs
D) D) Portable radio","**Answer: C**

Visual Message Signs are specifically checked during the weekly inspection (219-02) but are NOT mentioned as part of the operator's daily (start-of-tour) inspection (219-01). This distinction has appeared on prior exams. (P.G. 219-02)","Department Property","219",chapter_219 219_department_property
"**19.** A member of the service discovers that their computer password has been compromised. According to P.G. 219-14, who must be notified?

A) A) Commanding Officer only
B) B) Integrity Control Officer only
C) C) Desk Officer/designated supervisor OR ICO
D) D) Internal Affairs Bureau and the Desk Officer","**Answer: C**

If a password is compromised or misused, the member must notify the D.O./designated supervisor OR the ICO (comply with P.G. 207-21 regarding corruption). The procedure does not require notifying IAB directly. (P.G. 219-14)","Department Property","219",chapter_219 219_department_property
"**20.** A UMOS loses a Department-issued NYCT MetroCard (Police Pass) in the confines of their command. Who investigates?

A) A) ICO
B) B) Commanding Officer
C) C) Operations Coordinator
D) D) Desk Officer","**Answer: C**

Loss or theft of a MetroCard (Police Pass) is processed per P.G. 219-20, where the Operations Coordinator conducts the investigation. Note the contrast: a damaged MetroCard is investigated by the ICO per P.G. 219-26. This distinction was tested on the 2017 Lieutenant's exam. (P.G. 219-20, 219-26)","Department Property","219",chapter_219 219_department_property
"**21.** A UMOS loses their shield in Nassau County. Which Desk Officer must be notified first?

A) A) Desk Officer at the pct of occurrence
B) B) Desk Officer 50 Pct
C) C) Desk Officer 105 Pct
D) D) Operations Unit directly","**Answer: C**

Nassau and Suffolk County losses are reported to Desk Officer 105 Pct. Westchester, Putnam, Rockland, or Orange County losses go to Desk Officer 50 Pct. Losses outside those residence counties require notifying the Operations Unit directly. (P.G. 219-21)","Department Property","219",chapter_219 219_department_property
"**22.** A commanding officer's firearm is lost and disciplinary action may be warranted. Before initiating a Command Discipline, the CO of the MOS concerned must:

A) A) Notify IAB first and obtain a log number
B) B) Consult with the Department Advocate
C) C) Consult with the Legal Bureau
D) D) File a report with the Chief of Department","**Answer: B**

When a firearm is lost and discipline is contemplated, the CO of the MOS concerned MUST consult with the Department Advocate before initiating a CD or charges. This requirement applies specifically to firearms — not shields or ID cards. (P.G. 219-21)","Department Property","219",chapter_219 219_department_property
"**23.** A member's firearm is lost in the confines of Police Headquarters (5th Precinct). The 61 is recorded by the 5th Precinct. Who conducts the investigation?

A) A) The 5th Precinct Commanding Officer
B) B) The Headquarters Security Unit
C) C) A captain or above from the reporting member's command
D) D) Internal Affairs Bureau","**Answer: C**

When a loss occurs at Police Headquarters, the loss is reported to the HQ Security Unit (which records the 61), but the investigation is conducted by a captain or above from the reporting member's own command. A supervisor from HQ makes the notifications, and a captain or above from HQ investigates and prepares the reports. (P.G. 219-21)","Department Property","219",chapter_219 219_department_property
"**24.** When the Commanding Officer of a MOS distributes the Lost/Stolen Firearm/Shield/ID Card Report (Part D), the distribution instructions are found where on the form?

A) A) Top of the form
B) B) Front of the form
C) C) Bottom of the form
D) D) Rear of the form","**Answer: D**

The C.O. of the MOS distributes Part D per the REAR of the form. The C.O./Duty Captain distributes Part C per the BOTTOM of the form. These are different distribution instructions and this distinction has appeared on prior exams. (P.G. 219-21)","Department Property","219",chapter_219 219_department_property
"**25.** A CCRB requests information from a Department smartphone belonging to a member subject to a CCRB inquiry. The member notifies their ICO. The ICO then contacts which unit for guidance?

A) A) Internal Affairs Bureau
B) B) Legal Bureau
C) C) Operations Unit
D) D) Department Advocate's Office","**Answer: B**

When CCRB requests smartphone information: UMOS notifies ICO → ICO contacts Legal Bureau for guidance → IAB's CCRB Liaison then processes the request. The chain is UMOS → ICO → Legal Bureau → IAB handles the CCRB response. (P.G. 219-32)","Department Property","219",chapter_219 219_department_property
"**26.** An LPR device activates and shows a ""hit"" on a vehicle's license plate. Under what circumstance may the officer take law enforcement action WITHOUT first verifying through NYSPIN?

A) A) Never — NYSPIN verification is always required
B) B) When the LPR hot list was updated within the last 24 hours
C) C) When there are additional reasons for a lawful stop, such as an observed VTL infraction
D) D) Only when directed by a patrol supervisor","**Answer: C**

NYSPIN verification is ""absolutely essential"" UNLESS: (1) there are additional reasons for a lawful stop such as an observed VTL infraction, OR (2) circumstances provide sufficient reasonable suspicion to justify a Terry Stop/Level 3 encounter. In those cases, enforcement may proceed without the NYSPIN check. (P.G. 219-31)","Department Property","219",chapter_219 219_department_property
"**27.** An entry is made on a member's Force Record (10 card) after their firearm is reported lost. What date and time is used for the entry?

A) A) Date and time the firearm was actually lost
B) B) Date and time the member notified the Desk Officer
C) C) Date and time of the Command Log Entry
D) D) Date and time Part C of the Loss Form was completed","**Answer: C**

The Force Record (10 card) entry uses the date and time of the Command Log Entry — NOT the date and time of the actual loss. This is a specific and frequently tested distinction. (P.G. 219-21)","Department Property","219",chapter_219 219_department_property
"**1.** What is the #1 priority in CIMS incident management?

A) A) Site Management Operations
B) B) Investigative Operations
C) C) Life Safety Operations
D) D) Recovery/Restoration Operations","**Answer: C**

Life Safety is always the immediate #1 priority and supersedes all other operations. (P.G. 220-05)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**2.** What is the span of control ratio for law enforcement operations under CIMS?

A) A) 1:3 to 1:5
B) B) 1:3 to 1:7
C) C) 1:5 to 1:10
D) D) 1:8 to 1:10","**Answer: D**

The general span of control is 1:3 to 1:7, but law enforcement operations use a ratio of 1:8 to 1:10. (P.G. 220-05)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**3.** How many Incident Command Posts (ICPs) may be established per incident?

A) A) One per borough involved
B) B) One per agency
C) C) Only ONE (except nuclear incidents)
D) D) As many as needed based on incident size","**Answer: C**

There is only ONE ICP per incident. The exception is a nuclear weapon incident (anticipated, suspected, or actual), which uses borough-centric ICPs under Unified Command. (P.G. 220-19)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**4.** What is the composition of a Squad under CIMS?

A) A) 1 Sergeant + 5 Police Officers
B) B) 1 Sergeant + 8 Police Officers
C) C) 1 Lieutenant + 8 Police Officers
D) D) 2 Sergeants + 10 Police Officers","**Answer: B**

A Squad consists of 1 Sergeant and 8 Police Officers. (P.G. 220-25)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**5.** Who has authority to designate the Public Information Officer at an incident?

A) A) The Chief of Department
B) B) NYCEM
C) C) The Mayor's Press Office
D) D) The Operations Section chief","**Answer: C**

While the Incident Commander or Agency Incident Commanders may designate the PIO, the Mayor's Press Office has overriding authority and may designate the PIO. (P.G. 220-06)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
"**6.** Resources in ""Available"" status at a Staging Area must be ready for deployment within how many minutes?

A) A) 1 minute
B) B) 3 minutes
C) C) 5 minutes
D) D) 10 minutes","**Answer: B**

Resources at a Staging Area are in ""Available"" status and must be ready for deployment within 3 minutes. (P.G. 220-20)","Citywide Incident Management","220",chapter_220 220_citywide_incident_mgmt
